transcription_id,sentiment
57,"[[{'label': 'POSITIVE', 'score': 0.998314619064331}], [{'label': 'POSITIVE', 'score': 0.990770697593689}], [{'label': 'POSITIVE', 'score': 0.9912319779396057}], [{'label': 'POSITIVE', 'score': 0.9872509241104126}], [{'label': 'POSITIVE', 'score': 0.9990311861038208}], [{'label': 'POSITIVE', 'score': 0.9997376799583435}], [{'label': 'NEGATIVE', 'score': 0.988559901714325}], [{'label': 'POSITIVE', 'score': 0.9991051554679871}], [{'label': 'POSITIVE', 'score': 0.9993311166763306}], [{'label': 'POSITIVE', 'score': 0.9997759461402893}], [{'label': 'POSITIVE', 'score': 0.9995784163475037}], [{'label': 'POSITIVE', 'score': 0.9997605681419373}], [{'label': 'NEGATIVE', 'score': 0.9874167442321777}], [{'label': 'POSITIVE', 'score': 0.9588162899017334}], [{'label': 'NEGATIVE', 'score': 0.9748924970626831}], [{'label': 'NEGATIVE', 'score': 0.9977086782455444}], [{'label': 'POSITIVE', 'score': 0.9928362965583801}], [{'label': 'POSITIVE', 'score': 0.998602569103241}], [{'label': 'POSITIVE', 'score': 0.997032880783081}], [{'label': 'NEGATIVE', 'score': 0.8745488524436951}], [{'label': 'POSITIVE', 'score': 0.9958372116088867}], [{'label': 'NEGATIVE', 'score': 0.9989137649536133}], [{'label': 'NEGATIVE', 'score': 0.9995816349983215}], [{'label': 'POSITIVE', 'score': 0.8398826718330383}], [{'label': 'NEGATIVE', 'score': 0.9899718761444092}], [{'label': 'POSITIVE', 'score': 0.9824084639549255}], [{'label': 'POSITIVE', 'score': 0.9996954202651978}], [{'label': 'POSITIVE', 'score': 0.9956241250038147}], [{'label': 'POSITIVE', 'score': 0.9997418522834778}], [{'label': 'POSITIVE', 'score': 0.9992115497589111}], [{'label': 'POSITIVE', 'score': 0.9997774958610535}], [{'label': 'POSITIVE', 'score': 0.9984429478645325}], [{'label': 'POSITIVE', 'score': 0.999599277973175}], [{'label': 'POSITIVE', 'score': 0.999617338180542}], [{'label': 'POSITIVE', 'score': 0.999794065952301}], [{'label': 'POSITIVE', 'score': 0.9984270334243774}], [{'label': 'POSITIVE', 'score': 0.9983596205711365}], [{'label': 'POSITIVE', 'score': 0.897150456905365}], [{'label': 'NEGATIVE', 'score': 0.9207176566123962}], [{'label': 'POSITIVE', 'score': 0.999161958694458}], [{'label': 'POSITIVE', 'score': 0.994496762752533}], [{'label': 'POSITIVE', 'score': 0.9976155757904053}], [{'label': 'POSITIVE', 'score': 0.9986248016357422}], [{'label': 'NEGATIVE', 'score': 0.5721701383590698}], [{'label': 'POSITIVE', 'score': 0.999518871307373}], [{'label': 'POSITIVE', 'score': 0.9996976852416992}], [{'label': 'POSITIVE', 'score': 0.9997859597206116}], [{'label': 'POSITIVE', 'score': 0.9993265867233276}], [{'label': 'POSITIVE', 'score': 0.5761622190475464}], [{'label': 'NEGATIVE', 'score': 0.985478401184082}], [{'label': 'NEGATIVE', 'score': 0.9981616139411926}], [{'label': 'NEGATIVE', 'score': 0.9959073066711426}], [{'label': 'POSITIVE', 'score': 0.9966251850128174}], [{'label': 'POSITIVE', 'score': 0.9987181425094604}], [{'label': 'POSITIVE', 'score': 0.9909732341766357}], [{'label': 'NEGATIVE', 'score': 0.9993295669555664}], [{'label': 'POSITIVE', 'score': 0.9991325736045837}], [{'label': 'POSITIVE', 'score': 0.9997920393943787}], [{'label': 'POSITIVE', 'score': 0.9836603403091431}], [{'label': 'POSITIVE', 'score': 0.9758408665657043}], [{'label': 'POSITIVE', 'score': 0.9997918009757996}], [{'label': 'POSITIVE', 'score': 0.8645958304405212}], [{'label': 'NEGATIVE', 'score': 0.955308735370636}], [{'label': 'POSITIVE', 'score': 0.9997662901878357}], [{'label': 'POSITIVE', 'score': 0.9993746876716614}], [{'label': 'POSITIVE', 'score': 0.957170307636261}], [{'label': 'POSITIVE', 'score': 0.9998264908790588}], [{'label': 'POSITIVE', 'score': 0.9993917942047119}], [{'label': 'NEGATIVE', 'score': 0.9452247619628906}], [{'label': 'NEGATIVE', 'score': 0.985933244228363}], [{'label': 'POSITIVE', 'score': 0.9935961961746216}], [{'label': 'NEGATIVE', 'score': 0.9991970658302307}], [{'label': 'NEGATIVE', 'score': 0.9494690299034119}], [{'label': 'POSITIVE', 'score': 0.999462902545929}], [{'label': 'NEGATIVE', 'score': 0.9948647618293762}], [{'label': 'NEGATIVE', 'score': 0.6057271957397461}], [{'label': 'NEGATIVE', 'score': 0.9959256649017334}], [{'label': 'NEGATIVE', 'score': 0.99505215883255}], [{'label': 'POSITIVE', 'score': 0.8740977048873901}], [{'label': 'POSITIVE', 'score': 0.9781600832939148}], [{'label': 'POSITIVE', 'score': 0.9994348883628845}], [{'label': 'NEGATIVE', 'score': 0.9715954065322876}], [{'label': 'POSITIVE', 'score': 0.9950757622718811}], [{'label': 'POSITIVE', 'score': 0.9805127382278442}], [{'label': 'NEGATIVE', 'score': 0.9700385332107544}], [{'label': 'NEGATIVE', 'score': 0.9482199549674988}], [{'label': 'NEGATIVE', 'score': 0.8703740239143372}], [{'label': 'POSITIVE', 'score': 0.9996383190155029}], [{'label': 'POSITIVE', 'score': 0.999632716178894}], [{'label': 'NEGATIVE', 'score': 0.9978938698768616}], [{'label': 'NEGATIVE', 'score': 0.9971964359283447}], [{'label': 'POSITIVE', 'score': 0.9158539772033691}], [{'label': 'POSITIVE', 'score': 0.9983853101730347}], [{'label': 'POSITIVE', 'score': 0.9980802536010742}], [{'label': 'POSITIVE', 'score': 0.8448072075843811}], [{'label': 'NEGATIVE', 'score': 0.9838094711303711}], [{'label': 'POSITIVE', 'score': 0.999658465385437}], [{'label': 'POSITIVE', 'score': 0.9992586970329285}], [{'label': 'POSITIVE', 'score': 0.9837595224380493}], [{'label': 'POSITIVE', 'score': 0.929955005645752}], [{'label': 'POSITIVE', 'score': 0.9998403787612915}], [{'label': 'POSITIVE', 'score': 0.6721076369285583}], [{'label': 'POSITIVE', 'score': 0.964892566204071}], [{'label': 'NEGATIVE', 'score': 0.9663610458374023}], [{'label': 'POSITIVE', 'score': 0.9993959665298462}], [{'label': 'POSITIVE', 'score': 0.7044758796691895}], [{'label': 'NEGATIVE', 'score': 0.9962600469589233}], [{'label': 'POSITIVE', 'score': 0.9984059929847717}], [{'label': 'NEGATIVE', 'score': 0.987204372882843}], [{'label': 'POSITIVE', 'score': 0.9389417767524719}], [{'label': 'POSITIVE', 'score': 0.9984464049339294}], [{'label': 'POSITIVE', 'score': 0.9947793483734131}], [{'label': 'NEGATIVE', 'score': 0.8554133176803589}], [{'label': 'POSITIVE', 'score': 0.944000780582428}], [{'label': 'POSITIVE', 'score': 0.998354434967041}], [{'label': 'POSITIVE', 'score': 0.9512364268302917}], [{'label': 'POSITIVE', 'score': 0.999808132648468}], [{'label': 'POSITIVE', 'score': 0.9850645661354065}], [{'label': 'NEGATIVE', 'score': 0.9987422823905945}], [{'label': 'POSITIVE', 'score': 0.9988476037979126}], [{'label': 'POSITIVE', 'score': 0.9920309782028198}], [{'label': 'POSITIVE', 'score': 0.9960838556289673}], [{'label': 'POSITIVE', 'score': 0.9968733191490173}], [{'label': 'POSITIVE', 'score': 0.9977377653121948}], [{'label': 'POSITIVE', 'score': 0.968004047870636}], [{'label': 'POSITIVE', 'score': 0.969041645526886}], [{'label': 'POSITIVE', 'score': 0.995796799659729}], [{'label': 'NEGATIVE', 'score': 0.5916532278060913}], [{'label': 'POSITIVE', 'score': 0.970160722732544}], [{'label': 'NEGATIVE', 'score': 0.9465703964233398}], [{'label': 'POSITIVE', 'score': 0.9977473616600037}], [{'label': 'POSITIVE', 'score': 0.9995834231376648}], [{'label': 'POSITIVE', 'score': 0.9998733997344971}], [{'label': 'POSITIVE', 'score': 0.9996370077133179}], [{'label': 'POSITIVE', 'score': 0.9466844797134399}], [{'label': 'POSITIVE', 'score': 0.9984391331672668}], [{'label': 'POSITIVE', 'score': 0.9989979863166809}], [{'label': 'POSITIVE', 'score': 0.9949007034301758}], [{'label': 'POSITIVE', 'score': 0.7606185674667358}], [{'label': 'NEGATIVE', 'score': 0.8781172037124634}], [{'label': 'POSITIVE', 'score': 0.9990429282188416}], [{'label': 'NEGATIVE', 'score': 0.8845266103744507}], [{'label': 'POSITIVE', 'score': 0.9996887445449829}], [{'label': 'POSITIVE', 'score': 0.9996253252029419}], [{'label': 'POSITIVE', 'score': 0.6156288385391235}], [{'label': 'POSITIVE', 'score': 0.9996562004089355}], [{'label': 'POSITIVE', 'score': 0.9997366070747375}], [{'label': 'POSITIVE', 'score': 0.9974365830421448}], [{'label': 'POSITIVE', 'score': 0.9949243068695068}], [{'label': 'POSITIVE', 'score': 0.9724175930023193}], [{'label': 'NEGATIVE', 'score': 0.9950941801071167}], [{'label': 'POSITIVE', 'score': 0.9993565678596497}], [{'label': 'POSITIVE', 'score': 0.999790370464325}]]"
58,"[[{'label': 'POSITIVE', 'score': 0.9959893822669983}], [{'label': 'POSITIVE', 'score': 0.9970203042030334}], [{'label': 'POSITIVE', 'score': 0.9955239295959473}], [{'label': 'POSITIVE', 'score': 0.9988314509391785}], [{'label': 'POSITIVE', 'score': 0.9993311166763306}], [{'label': 'POSITIVE', 'score': 0.9986909031867981}], [{'label': 'POSITIVE', 'score': 0.9977509379386902}], [{'label': 'POSITIVE', 'score': 0.9988196492195129}], [{'label': 'POSITIVE', 'score': 0.9996225833892822}], [{'label': 'POSITIVE', 'score': 0.999154806137085}], [{'label': 'POSITIVE', 'score': 0.9995809197425842}], [{'label': 'POSITIVE', 'score': 0.9984388947486877}], [{'label': 'POSITIVE', 'score': 0.9997578263282776}], [{'label': 'POSITIVE', 'score': 0.9990697503089905}], [{'label': 'POSITIVE', 'score': 0.9957810640335083}], [{'label': 'POSITIVE', 'score': 0.8150873184204102}], [{'label': 'POSITIVE', 'score': 0.9995014667510986}], [{'label': 'POSITIVE', 'score': 0.9976606369018555}], [{'label': 'POSITIVE', 'score': 0.9961739182472229}], [{'label': 'POSITIVE', 'score': 0.9984943866729736}], [{'label': 'POSITIVE', 'score': 0.9996250867843628}], [{'label': 'POSITIVE', 'score': 0.9981870055198669}], [{'label': 'POSITIVE', 'score': 0.7196412086486816}], [{'label': 'POSITIVE', 'score': 0.9994719624519348}], [{'label': 'POSITIVE', 'score': 0.9997431635856628}], [{'label': 'POSITIVE', 'score': 0.9888211488723755}]]"
59,"[[{'label': 'POSITIVE', 'score': 0.9997819066047668}], [{'label': 'POSITIVE', 'score': 0.9995644688606262}], [{'label': 'POSITIVE', 'score': 0.9994447827339172}], [{'label': 'POSITIVE', 'score': 0.9998037219047546}], [{'label': 'POSITIVE', 'score': 0.9992145299911499}], [{'label': 'POSITIVE', 'score': 0.9995083808898926}], [{'label': 'POSITIVE', 'score': 0.9987198114395142}], [{'label': 'POSITIVE', 'score': 0.9996875524520874}], [{'label': 'POSITIVE', 'score': 0.9997877478599548}], [{'label': 'POSITIVE', 'score': 0.9925947785377502}], [{'label': 'POSITIVE', 'score': 0.9977682828903198}], [{'label': 'POSITIVE', 'score': 0.9998444318771362}], [{'label': 'POSITIVE', 'score': 0.9985628724098206}]]"
60,"[[{'label': 'POSITIVE', 'score': 0.9321393370628357}], [{'label': 'POSITIVE', 'score': 0.9994462132453918}], [{'label': 'POSITIVE', 'score': 0.9991187453269958}], [{'label': 'POSITIVE', 'score': 0.998846173286438}], [{'label': 'POSITIVE', 'score': 0.7360779643058777}], [{'label': 'POSITIVE', 'score': 0.9978381991386414}], [{'label': 'POSITIVE', 'score': 0.9985191226005554}], [{'label': 'POSITIVE', 'score': 0.9995321035385132}], [{'label': 'POSITIVE', 'score': 0.9997366070747375}], [{'label': 'POSITIVE', 'score': 0.9994365572929382}], [{'label': 'POSITIVE', 'score': 0.99977046251297}], [{'label': 'POSITIVE', 'score': 0.9990861415863037}], [{'label': 'POSITIVE', 'score': 0.9995564818382263}], [{'label': 'POSITIVE', 'score': 0.9997188448905945}], [{'label': 'POSITIVE', 'score': 0.9742714762687683}], [{'label': 'POSITIVE', 'score': 0.9998373985290527}], [{'label': 'POSITIVE', 'score': 0.9998186230659485}], [{'label': 'POSITIVE', 'score': 0.9996324777603149}], [{'label': 'POSITIVE', 'score': 0.9949552416801453}], [{'label': 'POSITIVE', 'score': 0.9998342990875244}]]"
61,"[[{'label': 'POSITIVE', 'score': 0.9990999698638916}], [{'label': 'POSITIVE', 'score': 0.9995456337928772}], [{'label': 'POSITIVE', 'score': 0.9935896396636963}], [{'label': 'POSITIVE', 'score': 0.9460139274597168}], [{'label': 'POSITIVE', 'score': 0.9938833713531494}], [{'label': 'POSITIVE', 'score': 0.9995529055595398}], [{'label': 'POSITIVE', 'score': 0.9930277466773987}], [{'label': 'POSITIVE', 'score': 0.9997771382331848}]]"
62,"[[{'label': 'POSITIVE', 'score': 0.999647855758667}], [{'label': 'POSITIVE', 'score': 0.9997712969779968}], [{'label': 'POSITIVE', 'score': 0.999784529209137}], [{'label': 'POSITIVE', 'score': 0.999843955039978}], [{'label': 'POSITIVE', 'score': 0.9991901516914368}], [{'label': 'POSITIVE', 'score': 0.9998294115066528}]]"
63,"[[{'label': 'POSITIVE', 'score': 0.9966523051261902}], [{'label': 'POSITIVE', 'score': 0.999702513217926}]]"
64,"[[{'label': 'NEGATIVE', 'score': 0.9921624064445496}], [{'label': 'NEGATIVE', 'score': 0.9624903798103333}], [{'label': 'NEGATIVE', 'score': 0.9804834127426147}], [{'label': 'NEGATIVE', 'score': 0.9878787398338318}], [{'label': 'POSITIVE', 'score': 0.9969282746315002}], [{'label': 'POSITIVE', 'score': 0.9995070695877075}], [{'label': 'POSITIVE', 'score': 0.9358309507369995}], [{'label': 'POSITIVE', 'score': 0.9938414096832275}], [{'label': 'POSITIVE', 'score': 0.9358024597167969}], [{'label': 'POSITIVE', 'score': 0.9985097050666809}], [{'label': 'POSITIVE', 'score': 0.9967144727706909}], [{'label': 'POSITIVE', 'score': 0.9940006136894226}], [{'label': 'NEGATIVE', 'score': 0.7069430351257324}], [{'label': 'POSITIVE', 'score': 0.9988458156585693}], [{'label': 'POSITIVE', 'score': 0.5076993107795715}], [{'label': 'POSITIVE', 'score': 0.9976426959037781}], [{'label': 'POSITIVE', 'score': 0.9625973105430603}], [{'label': 'POSITIVE', 'score': 0.9978373646736145}], [{'label': 'POSITIVE', 'score': 0.9996230602264404}], [{'label': 'POSITIVE', 'score': 0.9711712002754211}], [{'label': 'POSITIVE', 'score': 0.9998037219047546}], [{'label': 'POSITIVE', 'score': 0.9991629123687744}], [{'label': 'POSITIVE', 'score': 0.9822672009468079}], [{'label': 'POSITIVE', 'score': 0.9998487234115601}], [{'label': 'POSITIVE', 'score': 0.9337013363838196}], [{'label': 'POSITIVE', 'score': 0.9993709921836853}], [{'label': 'POSITIVE', 'score': 0.999462902545929}], [{'label': 'POSITIVE', 'score': 0.9995325803756714}]]"
65,"[[{'label': 'POSITIVE', 'score': 0.9981282353401184}], [{'label': 'POSITIVE', 'score': 0.9994860887527466}], [{'label': 'NEGATIVE', 'score': 0.923615574836731}], [{'label': 'POSITIVE', 'score': 0.9957347512245178}], [{'label': 'POSITIVE', 'score': 0.9992458820343018}], [{'label': 'POSITIVE', 'score': 0.9955185651779175}], [{'label': 'POSITIVE', 'score': 0.9969733953475952}], [{'label': 'POSITIVE', 'score': 0.9984105825424194}], [{'label': 'POSITIVE', 'score': 0.9977076053619385}], [{'label': 'POSITIVE', 'score': 0.9996615648269653}], [{'label': 'POSITIVE', 'score': 0.9997245669364929}], [{'label': 'NEGATIVE', 'score': 0.9458664655685425}]]"
66,"[[{'label': 'POSITIVE', 'score': 0.9994584918022156}], [{'label': 'POSITIVE', 'score': 0.9947439432144165}], [{'label': 'POSITIVE', 'score': 0.999098539352417}], [{'label': 'POSITIVE', 'score': 0.999754011631012}]]"
67,"[[{'label': 'NEGATIVE', 'score': 0.9958674907684326}], [{'label': 'POSITIVE', 'score': 0.9985945820808411}], [{'label': 'POSITIVE', 'score': 0.9991298317909241}], [{'label': 'POSITIVE', 'score': 0.998613715171814}], [{'label': 'POSITIVE', 'score': 0.9973005652427673}], [{'label': 'POSITIVE', 'score': 0.9998503923416138}], [{'label': 'POSITIVE', 'score': 0.9997374415397644}], [{'label': 'POSITIVE', 'score': 0.9997580647468567}], [{'label': 'POSITIVE', 'score': 0.9991777539253235}], [{'label': 'POSITIVE', 'score': 0.9990816116333008}], [{'label': 'POSITIVE', 'score': 0.9977903366088867}], [{'label': 'POSITIVE', 'score': 0.9648029804229736}], [{'label': 'POSITIVE', 'score': 0.9978035092353821}], [{'label': 'POSITIVE', 'score': 0.9825824499130249}], [{'label': 'POSITIVE', 'score': 0.9994346499443054}], [{'label': 'NEGATIVE', 'score': 0.9978839755058289}], [{'label': 'POSITIVE', 'score': 0.9985260963439941}], [{'label': 'NEGATIVE', 'score': 0.635755181312561}], [{'label': 'NEGATIVE', 'score': 0.9706770777702332}], [{'label': 'NEGATIVE', 'score': 0.8215622305870056}], [{'label': 'POSITIVE', 'score': 0.9993879795074463}], [{'label': 'POSITIVE', 'score': 0.9997758269309998}], [{'label': 'NEGATIVE', 'score': 0.5531999468803406}], [{'label': 'POSITIVE', 'score': 0.999420166015625}]]"
68,"[[{'label': 'NEGATIVE', 'score': 0.9891002774238586}], [{'label': 'POSITIVE', 'score': 0.9940215945243835}]]"
69,"[[{'label': 'POSITIVE', 'score': 0.9993485808372498}], [{'label': 'POSITIVE', 'score': 0.9929043650627136}], [{'label': 'POSITIVE', 'score': 0.9982542395591736}], [{'label': 'POSITIVE', 'score': 0.9989533424377441}], [{'label': 'POSITIVE', 'score': 0.9992865920066833}], [{'label': 'POSITIVE', 'score': 0.9987512826919556}], [{'label': 'POSITIVE', 'score': 0.9992413520812988}], [{'label': 'POSITIVE', 'score': 0.9938416481018066}], [{'label': 'POSITIVE', 'score': 0.9924311637878418}], [{'label': 'POSITIVE', 'score': 0.9997257590293884}], [{'label': 'POSITIVE', 'score': 0.999117910861969}], [{'label': 'POSITIVE', 'score': 0.9986740350723267}]]"
70,"[[{'label': 'POSITIVE', 'score': 0.9992475509643555}], [{'label': 'POSITIVE', 'score': 0.9982958436012268}], [{'label': 'POSITIVE', 'score': 0.9833131432533264}], [{'label': 'POSITIVE', 'score': 0.9988191723823547}], [{'label': 'POSITIVE', 'score': 0.9972725510597229}], [{'label': 'POSITIVE', 'score': 0.9996510744094849}], [{'label': 'POSITIVE', 'score': 0.997883141040802}], [{'label': 'NEGATIVE', 'score': 0.9379391670227051}], [{'label': 'POSITIVE', 'score': 0.9954073429107666}], [{'label': 'POSITIVE', 'score': 0.9988042116165161}], [{'label': 'POSITIVE', 'score': 0.9716286063194275}], [{'label': 'POSITIVE', 'score': 0.9987170696258545}], [{'label': 'POSITIVE', 'score': 0.9958018660545349}], [{'label': 'POSITIVE', 'score': 0.9998170733451843}], [{'label': 'POSITIVE', 'score': 0.9890015125274658}], [{'label': 'POSITIVE', 'score': 0.9976194500923157}], [{'label': 'POSITIVE', 'score': 0.9991106390953064}], [{'label': 'POSITIVE', 'score': 0.9997127652168274}], [{'label': 'POSITIVE', 'score': 0.995775043964386}], [{'label': 'POSITIVE', 'score': 0.997178316116333}], [{'label': 'POSITIVE', 'score': 0.9991193413734436}]]"
71,"[[{'label': 'POSITIVE', 'score': 0.9998162388801575}], [{'label': 'POSITIVE', 'score': 0.9997538924217224}], [{'label': 'POSITIVE', 'score': 0.9997054934501648}], [{'label': 'POSITIVE', 'score': 0.9967876672744751}], [{'label': 'POSITIVE', 'score': 0.9998094439506531}]]"
72,"[[{'label': 'POSITIVE', 'score': 0.9979209303855896}]]"
73,"[[{'label': 'POSITIVE', 'score': 0.9974439144134521}], [{'label': 'POSITIVE', 'score': 0.9996070265769958}], [{'label': 'POSITIVE', 'score': 0.9932358860969543}]]"
74,"[[{'label': 'POSITIVE', 'score': 0.9772387742996216}], [{'label': 'POSITIVE', 'score': 0.9908676147460938}], [{'label': 'POSITIVE', 'score': 0.998724639415741}], [{'label': 'POSITIVE', 'score': 0.99959796667099}], [{'label': 'POSITIVE', 'score': 0.9978170394897461}], [{'label': 'POSITIVE', 'score': 0.9962866306304932}], [{'label': 'POSITIVE', 'score': 0.9994946718215942}], [{'label': 'POSITIVE', 'score': 0.9998093247413635}], [{'label': 'POSITIVE', 'score': 0.9993495345115662}], [{'label': 'POSITIVE', 'score': 0.9987196922302246}], [{'label': 'POSITIVE', 'score': 0.9960944056510925}], [{'label': 'POSITIVE', 'score': 0.9821003079414368}], [{'label': 'POSITIVE', 'score': 0.9980126619338989}], [{'label': 'POSITIVE', 'score': 0.9752681255340576}], [{'label': 'POSITIVE', 'score': 0.99775630235672}], [{'label': 'POSITIVE', 'score': 0.9995526671409607}]]"
75,"[[{'label': 'POSITIVE', 'score': 0.9907196760177612}], [{'label': 'NEGATIVE', 'score': 0.8555785417556763}], [{'label': 'NEGATIVE', 'score': 0.9927278757095337}]]"
76,"[[{'label': 'POSITIVE', 'score': 0.9943943023681641}], [{'label': 'POSITIVE', 'score': 0.9933257102966309}], [{'label': 'NEGATIVE', 'score': 0.9875934720039368}], [{'label': 'NEGATIVE', 'score': 0.9214515089988708}], [{'label': 'POSITIVE', 'score': 0.545704185962677}], [{'label': 'NEGATIVE', 'score': 0.989120602607727}], [{'label': 'NEGATIVE', 'score': 0.9966521859169006}], [{'label': 'POSITIVE', 'score': 0.9848636984825134}], [{'label': 'POSITIVE', 'score': 0.9997871518135071}], [{'label': 'NEGATIVE', 'score': 0.9936473965644836}], [{'label': 'POSITIVE', 'score': 0.9978602528572083}], [{'label': 'NEGATIVE', 'score': 0.9247751832008362}], [{'label': 'POSITIVE', 'score': 0.9988321661949158}], [{'label': 'POSITIVE', 'score': 0.995027482509613}], [{'label': 'POSITIVE', 'score': 0.7561102509498596}], [{'label': 'POSITIVE', 'score': 0.9998183846473694}], [{'label': 'POSITIVE', 'score': 0.9992964267730713}], [{'label': 'NEGATIVE', 'score': 0.9949965476989746}], [{'label': 'NEGATIVE', 'score': 0.9964460730552673}], [{'label': 'POSITIVE', 'score': 0.9628917574882507}], [{'label': 'POSITIVE', 'score': 0.9997574687004089}], [{'label': 'POSITIVE', 'score': 0.9919880628585815}], [{'label': 'POSITIVE', 'score': 0.9529337286949158}], [{'label': 'NEGATIVE', 'score': 0.9386644959449768}], [{'label': 'POSITIVE', 'score': 0.6244930624961853}], [{'label': 'POSITIVE', 'score': 0.9956711530685425}], [{'label': 'NEGATIVE', 'score': 0.9955249428749084}], [{'label': 'POSITIVE', 'score': 0.9991198182106018}], [{'label': 'NEGATIVE', 'score': 0.9781233668327332}], [{'label': 'POSITIVE', 'score': 0.9390413165092468}], [{'label': 'POSITIVE', 'score': 0.9996672868728638}], [{'label': 'POSITIVE', 'score': 0.999840259552002}], [{'label': 'POSITIVE', 'score': 0.9993423819541931}], [{'label': 'POSITIVE', 'score': 0.9896886348724365}], [{'label': 'POSITIVE', 'score': 0.9997485280036926}], [{'label': 'POSITIVE', 'score': 0.9970206618309021}], [{'label': 'POSITIVE', 'score': 0.9926579594612122}], [{'label': 'NEGATIVE', 'score': 0.8037893772125244}], [{'label': 'NEGATIVE', 'score': 0.9809194207191467}], [{'label': 'POSITIVE', 'score': 0.9998078942298889}], [{'label': 'NEGATIVE', 'score': 0.9374731183052063}], [{'label': 'POSITIVE', 'score': 0.9997745156288147}], [{'label': 'NEGATIVE', 'score': 0.9466788172721863}], [{'label': 'POSITIVE', 'score': 0.9932432770729065}], [{'label': 'POSITIVE', 'score': 0.9977124929428101}], [{'label': 'POSITIVE', 'score': 0.9998249411582947}], [{'label': 'POSITIVE', 'score': 0.999744713306427}], [{'label': 'POSITIVE', 'score': 0.9991140961647034}], [{'label': 'POSITIVE', 'score': 0.5871586203575134}], [{'label': 'POSITIVE', 'score': 0.9724542498588562}], [{'label': 'POSITIVE', 'score': 0.9988828301429749}], [{'label': 'POSITIVE', 'score': 0.9985332489013672}]]"
77,"[[{'label': 'POSITIVE', 'score': 0.9975795149803162}], [{'label': 'POSITIVE', 'score': 0.990798830986023}], [{'label': 'POSITIVE', 'score': 0.9970964193344116}], [{'label': 'POSITIVE', 'score': 0.9998513460159302}], [{'label': 'POSITIVE', 'score': 0.9671605229377747}], [{'label': 'POSITIVE', 'score': 0.9993177652359009}], [{'label': 'POSITIVE', 'score': 0.9967855215072632}], [{'label': 'POSITIVE', 'score': 0.9791895151138306}], [{'label': 'POSITIVE', 'score': 0.7889518737792969}], [{'label': 'POSITIVE', 'score': 0.9953759908676147}], [{'label': 'POSITIVE', 'score': 0.9991080164909363}], [{'label': 'POSITIVE', 'score': 0.9991379976272583}], [{'label': 'POSITIVE', 'score': 0.9885039925575256}], [{'label': 'POSITIVE', 'score': 0.9689470529556274}], [{'label': 'POSITIVE', 'score': 0.9993908405303955}], [{'label': 'POSITIVE', 'score': 0.9993244409561157}], [{'label': 'POSITIVE', 'score': 0.9998345375061035}], [{'label': 'POSITIVE', 'score': 0.999858021736145}], [{'label': 'NEGATIVE', 'score': 0.9945593476295471}], [{'label': 'POSITIVE', 'score': 0.9992200136184692}], [{'label': 'NEGATIVE', 'score': 0.9963065385818481}]]"
78,"[[{'label': 'POSITIVE', 'score': 0.8402896523475647}], [{'label': 'POSITIVE', 'score': 0.9990928173065186}], [{'label': 'POSITIVE', 'score': 0.9998432397842407}], [{'label': 'POSITIVE', 'score': 0.9995777010917664}], [{'label': 'POSITIVE', 'score': 0.9997846484184265}], [{'label': 'POSITIVE', 'score': 0.9992456436157227}], [{'label': 'NEGATIVE', 'score': 0.9317229986190796}], [{'label': 'POSITIVE', 'score': 0.9991748929023743}], [{'label': 'POSITIVE', 'score': 0.996272087097168}], [{'label': 'POSITIVE', 'score': 0.9997207522392273}], [{'label': 'POSITIVE', 'score': 0.9912706613540649}], [{'label': 'POSITIVE', 'score': 0.9998574256896973}], [{'label': 'NEGATIVE', 'score': 0.973168671131134}], [{'label': 'NEGATIVE', 'score': 0.9913554787635803}], [{'label': 'POSITIVE', 'score': 0.999704897403717}], [{'label': 'POSITIVE', 'score': 0.9998699426651001}], [{'label': 'POSITIVE', 'score': 0.99935382604599}], [{'label': 'POSITIVE', 'score': 0.9993844032287598}], [{'label': 'POSITIVE', 'score': 0.9993537068367004}], [{'label': 'POSITIVE', 'score': 0.9995796084403992}], [{'label': 'POSITIVE', 'score': 0.9998483657836914}], [{'label': 'POSITIVE', 'score': 0.9997097849845886}], [{'label': 'POSITIVE', 'score': 0.9998754262924194}]]"
